OCR_count,audio_val,attention_score,interaction_rate,intent_label
3,1,55,5,passive
2,1,67,8,passive
5,1,62,9,passive
5,1,62,4,passive
2,1,46,3,passive
2,1,500,5,studying
4,1,63,9,passive
2,1,8,1,idle
4,1,41,7,passive
2,0,29,2,idle
-5,1,50,5,passive
4,1,49,7,passive
5,1,66,4,passive
2,0,51,1,idle
0,0,20,100,passive
0,0,8,2,idle
2,1,60,8,passive
36,2,70,47,studying
17,2,84,8,studying
0,0,22,2,idle
0,0,0,2,idle
37,2,64,37,studying
44,2,84,19,studying
5000,2,100,200,studying
17,2,69,43,studying
1,1,50,9,passive
44,2,87,39,studying
19,2,81,12,studying
3,1,40,7,passive
2,0,56,2,idle
1,0,10,0,idle
4,1,40,4,passive
0,1,0,2,idle
2,0,18,2,idle
31,2,87,36,studying
4,1,62,9,passive
30,2,62,28,studying
15,2,88,44,studying
2,1,45,9,passive
1000,0,10,0,idle
34,2,67,34,studying
1,1,1,1,idle
2,1,66,5,passive
14,2,71,5,studying
0,2,10,1,passive
1,1,16,1,idle
5,2,62,31,studying
0,0,20,100,passive
2,0,3,0,idle
-5,1,50,5,passive
14,2,97,41,studying
4,1,47,7,passive
1,0,44,0,idle
0,0,21,1,idle
5,1,43,5,passive
0,0,20,100,passive
5000,2,100,200,studying
5000,2,100,200,studying
0,1,49,0,idle
0,2,10,1,passive
39,2,100,41,studying
2,1,500,5,studying
12,2,63,29,studying
40,2,72,5,studying
0,1,18,2,idle
1,1,47,6,passive
0,0,5,0,idle
1,0,58,1,idle
5000,2,100,200,studying
1,1,51,4,passive
2,1,500,5,studying
2,1,59,5,passive
2,1,59,4,passive
21,2,71,9,studying
1,1,57,4,passive
0,2,10,1,passive
13,2,79,28,studying
1,0,18,2,idle
1,0,31,2,idle
1,0,4,0,idle
1,1,50,3,passive
27,2,89,32,studying
5,1,49,8,passive
9,2,69,17,studying
46,2,68,42,studying
5000,2,100,200,studying
25,2,88,22,studying
44,2,84,18,studying
0,0,58,2,idle
5000,2,100,200,studying
3,1,69,6,passive
41,2,75,38,studying
38,2,88,18,studying
5,1,58,4,passive
29,2,75,37,studying
35,2,60,19,studying
7,2,96,24,studying
2,1,63,7,passive
5,2,67,25,studying
1,1,60,4,passive
47,2,98,32,studying
24,2,60,29,studying
4,1,64,10,passive
21,2,97,19,studying
5,1,46,6,passive
1,1,20,0,idle
1,1,40,1,idle
1,1,59,8,passive
4,1,54,7,passive
4,1,56,7,passive
13,2,73,37,studying
2,1,53,4,passive
41,2,97,27,studying
2,1,21,1,idle
0,1,34,0,idle
2,1,45,10,passive
0,1,52,0,idle
4,2,83,32,studying
1,0,9,2,idle
0,2,10,1,passive
-5,1,50,5,passive
46,2,99,39,studying
1,0,35,0,idle
0,1,55,0,idle
1,1,33,2,idle
2,1,14,0,idle
0,0,20,100,passive
1,1,16,0,idle
5,1,41,7,passive
1,0,50,0,idle
29,2,66,36,studying
5,1,44,4,passive
23,2,92,17,studying
3,1,68,10,passive
0,0,32,2,idle
2,1,11,0,idle
1,1,23,0,idle
5,1,61,6,passive
0,1,31,1,idle
43,2,79,40,studying
1,1,24,2,idle
17,2,94,48,studying
39,2,71,25,studying
5,1,67,8,passive
3,1,70,2,passive
2,1,29,2,idle
2,0,17,2,idle
1,1,51,3,passive
5,1,54,9,passive
44,2,92,33,studying
22,2,61,22,studying
47,2,92,21,studying
2,1,500,5,studying
5,1,50,5,passive
1,1,50,5,passive
2,1,61,8,passive
5,2,86,42,studying
2,0,38,1,idle
-5,1,50,5,passive
2,1,500,5,studying
0,0,0,0,idle
1000,0,10,0,idle
1,0,1,1,idle
2,1,66,7,passive
3,1,64,3,passive
2,1,60,4,passive
1,0,29,0,idle
1,1,24,0,idle
30,2,71,27,studying
1000,0,10,0,idle
2,1,34,0,idle
5,2,84,5,studying
2,1,52,5,passive
5000,2,100,200,studying
31,2,68,26,studying
35,2,95,43,studying
4,1,43,8,passive
46,2,70,39,studying
40,2,89,40,studying
0,0,20,100,passive
5,1,57,3,passive
0,1,59,0,idle
0,0,20,100,passive
17,2,68,17,studying
26,2,85,27,studying
38,2,93,49,studying
41,2,81,6,studying
0,1,21,1,idle
2,1,20,1,idle
5000,2,100,200,studying
27,2,88,21,studying
5000,2,100,200,studying
1,1,43,6,passive
18,2,80,23,studying
2,1,57,4,passive
4,1,43,9,passive
2,1,500,5,studying
1,0,52,0,idle
1,0,13,1,idle
3,1,55,10,passive
4,1,61,6,passive
1,0,5,2,idle
5,2,95,48,studying
2,1,24,1,idle
3,1,44,4,passive
1,0,59,0,idle
2,1,20,2,idle
-5,1,50,5,passive
1,1,70,6,passive
5,1,46,9,passive
1,1,53,2,passive
0,0,4,0,idle
13,2,86,7,studying
2,1,58,1,idle
38,2,81,43,studying
1,1,45,10,passive
41,2,76,25,studying
13,2,77,14,studying
2,1,500,5,studying
5,1,49,7,passive
0,0,0,0,idle
1,0,27,2,idle
2,0,57,2,idle
42,2,65,6,studying
33,2,71,38,studying
1,1,49,0,idle
13,2,73,18,studying
2,1,44,5,passive
2,0,8,1,idle
14,2,83,45,studying
1,0,58,1,idle
30,2,77,22,studying
2,1,53,2,passive
26,2,70,13,studying
5,1,59,3,passive
1,1,45,2,idle
3,1,60,2,passive
0,0,1,0,idle
1,0,36,1,idle
5000,2,100,200,studying
2,1,500,5,studying
5,1,51,6,passive
1,1,40,0,idle
3,1,41,3,passive
0,0,56,1,idle
4,1,40,2,passive
-5,1,50,5,passive
2,1,59,0,idle
4,1,63,5,passive
1,0,22,2,idle
0,2,10,1,passive
1,1,51,2,idle
0,0,0,0,idle
25,2,72,48,studying
32,2,65,31,studying
0,0,36,1,idle
1,1,38,2,idle
1,1,40,8,passive
0,0,56,0,idle
27,2,88,24,studying
20,2,98,14,studying
0,0,31,1,idle
17,2,100,26,studying
4,1,69,3,passive
3,1,53,10,passive
1,1,55,2,passive
0,0,20,100,passive
0,1,6,2,idle
4,1,68,9,passive
1,1,10,1,idle
0,1,55,1,idle
0,1,22,1,idle
1,1,62,8,passive
21,2,63,28,studying
0,1,37,2,idle
5000,2,100,200,studying
17,2,63,13,studying
39,2,88,41,studying
5,1,49,7,passive
37,2,63,30,studying
1,1,53,4,passive
5,2,93,40,studying
5,1,41,2,passive
48,2,82,7,studying
0,0,20,100,passive
0,1,4,0,idle
11,2,86,8,studying
3,2,76,12,studying
5,1,43,3,passive
17,2,97,12,studying
4,1,70,6,passive
23,2,78,27,studying
2,0,45,0,idle
1,0,32,1,idle
3,1,42,3,passive
5000,2,100,200,studying
29,2,60,43,studying
23,2,79,5,studying
1,1,45,6,passive
5,1,49,8,passive
3,1,65,9,passive
1000,0,10,0,idle
-5,1,50,5,passive
2,0,33,0,idle
1,0,0,2,idle
1,1,52,1,idle
4,1,59,5,passive
4,1,47,3,passive
0,0,0,0,idle
2,1,66,8,passive
2,0,34,1,idle
42,2,71,32,studying
43,2,86,17,studying
4,2,80,14,studying
4,1,44,2,passive
0,1,27,1,idle
5,2,82,39,studying
40,2,73,47,studying
0,0,3,2,idle
6,2,67,19,studying
0,0,0,0,idle
2,1,500,5,studying
0,0,0,0,idle
1,1,44,7,passive
30,2,71,44,studying
31,2,93,35,studying
36,2,70,9,studying
2,1,500,5,studying
9,2,90,5,studying
35,2,81,43,studying
0,0,20,100,passive
4,1,51,10,passive
4,1,61,3,passive
2,1,1,0,idle
2,0,31,1,idle
36,2,88,9,studying
2,1,61,3,passive
0,0,8,0,idle
1,0,18,2,idle
10,2,76,39,studying
25,2,61,11,studying
2,1,63,10,passive
4,1,54,2,passive
14,2,61,8,studying
2,0,34,0,idle
45,2,66,12,studying
3,1,46,6,passive
5,1,50,4,passive
2,1,500,5,studying
4,1,67,7,passive
2,0,42,1,idle
5,1,48,5,passive
21,2,96,17,studying
2,1,52,2,idle
0,2,10,1,passive
0,0,0,0,idle
5,2,88,40,studying
2,1,47,6,passive
0,0,30,1,idle
1,1,57,9,passive
1,1,2,1,idle
0,2,10,1,passive
5000,2,100,200,studying
5000,2,100,200,studying
0,2,10,1,passive
0,0,27,1,idle
0,1,30,1,idle
5,1,51,10,passive
2,0,45,1,idle
19,2,63,39,studying
0,0,47,1,idle
0,1,54,1,idle
1,0,33,2,idle
30,2,64,7,studying
1,0,35,2,idle
1,1,55,1,idle
1000,0,10,0,idle
1,1,50,7,passive
2,0,37,0,idle
45,2,84,46,studying
4,1,50,10,passive
1,0,55,0,idle
31,2,63,44,studying
40,2,96,12,studying
2,1,40,2,passive
1,1,64,2,passive
2,1,69,7,passive
3,1,47,2,passive
49,2,83,38,studying
1,0,0,0,idle
5000,2,100,200,studying
46,2,64,20,studying
2,0,49,1,idle
43,2,64,5,studying
37,2,96,6,studying
0,0,10,0,idle
5,1,54,5,passive
2,1,11,0,idle
1,1,59,6,passive
23,2,64,49,studying
45,2,74,27,studying
0,1,42,2,idle
1,0,39,1,idle
21,2,98,21,studying
5000,2,100,200,studying
2,1,40,7,passive
2,1,500,5,studying
3,1,44,8,passive
34,2,70,28,studying
1,1,0,0,idle
1,1,59,4,passive
-5,1,50,5,passive
18,2,74,40,studying
4,1,56,5,passive
5,1,43,7,passive
0,0,20,100,passive
0,0,20,100,passive
17,2,80,40,studying
1,1,69,10,passive
45,2,68,39,studying
4,1,62,8,passive
4,1,45,4,passive
0,1,36,1,idle
1,1,43,3,passive
0,0,20,100,passive
11,2,83,44,studying
3,1,69,5,passive
0,0,18,2,idle
2,1,6,0,idle
2,1,42,8,passive
3,1,46,7,passive
4,1,51,3,passive
13,2,91,34,studying
2,1,43,0,idle
0,0,0,0,idle
1,1,46,6,passive
3,1,45,4,passive
3,1,49,10,passive
15,2,62,36,studying
4,1,63,8,passive
1,1,7,2,idle
1,1,30,2,idle
0,0,20,100,passive
2,0,24,0,idle
1,0,37,0,idle
0,0,0,0,idle
0,0,0,0,idle
0,0,20,100,passive
2,1,68,6,passive
4,1,57,5,passive
42,2,79,35,studying
0,0,20,100,passive
4,2,60,17,studying
1,0,60,2,idle
0,2,10,1,passive
20,2,74,18,studying
3,1,43,5,passive
1000,0,10,0,idle
0,0,20,100,passive
0,1,3,0,idle
1,0,26,2,idle
3,1,46,4,passive
0,0,23,2,idle
0,1,56,1,idle
2,1,38,1,idle
4,1,59,8,passive
2,1,500,5,studying
46,2,87,17,studying
14,2,63,6,studying
5,1,65,5,passive
2,1,50,2,passive
2,1,500,5,studying
1,0,9,2,idle
5,1,65,8,passive
47,2,96,49,studying
17,2,92,37,studying
-5,1,50,5,passive
17,2,91,20,studying
2,1,2,2,idle
2,1,15,0,idle
1000,0,10,0,idle
20,2,72,47,studying
1,0,47,2,idle
0,0,42,1,idle
31,2,74,49,studying
3,1,51,2,passive
11,2,64,18,studying
1,1,67,3,passive
0,1,14,0,idle
16,2,60,37,studying
0,0,7,1,idle
2,1,36,2,idle
0,0,0,0,idle
4,1,66,4,passive
0,2,10,1,passive
1,1,15,2,idle
1,0,6,0,idle
1,1,3,2,idle
1,0,14,0,idle
11,2,96,33,studying
0,0,59,2,idle
1,1,8,2,idle
0,0,37,1,idle
3,1,64,9,passive
2,1,49,3,passive
3,1,59,7,passive
0,0,20,100,passive
33,2,70,24,studying
11,2,76,13,studying
0,2,10,1,passive
1,1,55,9,passive
1,1,63,2,passive
0,1,15,2,idle
-5,1,50,5,passive
2,0,55,2,idle
2,1,9,1,idle
2,1,3,2,idle
34,2,73,34,studying
9,2,91,5,studying
0,0,20,100,passive
5,1,49,8,passive
1000,0,10,0,idle
1,0,23,1,idle
1,0,38,2,idle
-5,1,50,5,passive
5,1,41,4,passive
1,1,42,10,passive
0,0,49,1,idle
2,1,53,2,idle
2,0,22,2,idle
16,2,73,24,studying
1000,0,10,0,idle
-5,1,50,5,passive
2,1,51,10,passive
0,1,11,2,idle
1,0,50,0,idle
2,1,61,6,passive
5000,2,100,200,studying
4,1,47,8,passive
1000,0,10,0,idle
37,2,70,10,studying
46,2,60,14,studying
1,0,44,0,idle
25,2,62,22,studying
1,1,58,5,passive
2,1,43,0,idle
24,2,64,26,studying
45,2,64,46,studying
2,0,29,0,idle
2,1,13,0,idle
6,2,89,6,studying
2,1,65,5,passive
3,1,69,3,passive
29,2,74,6,studying
2,0,47,1,idle
2,1,65,7,passive
2,0,47,2,idle
2,1,57,2,idle
2,1,500,5,studying
28,2,62,37,studying
0,0,0,0,idle
0,0,37,0,idle
5000,2,100,200,studying
11,2,65,31,studying
4,1,63,5,passive
1000,0,10,0,idle
1,0,18,1,idle
1,0,33,2,idle
48,2,81,35,studying
1,1,52,8,passive
8,2,67,47,studying
28,2,61,46,studying
16,2,81,49,studying
4,1,59,9,passive
1,1,7,2,idle
1,1,10,2,idle
-5,1,50,5,passive
0,0,0,0,idle
14,2,67,49,studying
5000,2,100,200,studying
7,2,69,25,studying
2,0,21,2,idle
4,1,56,7,passive
2,1,500,5,studying
5,1,43,6,passive
24,2,89,33,studying
31,2,87,26,studying
3,1,45,10,passive
4,1,63,10,passive
3,1,61,6,passive
2,1,14,0,idle
21,2,93,35,studying
5,1,46,2,passive
0,0,0,0,idle
16,2,62,28,studying
3,1,50,10,passive
3,1,60,7,passive
11,2,80,33,studying
0,2,10,1,passive
1000,0,10,0,idle
5,1,55,5,passive
1000,0,10,0,idle
19,2,86,41,studying
4,1,40,8,passive
1,1,35,2,idle
1,0,44,1,idle
39,2,100,50,studying
-5,1,50,5,passive
1,1,46,6,passive
2,1,60,2,idle
5,1,68,4,passive
2,1,37,0,idle
3,1,61,2,passive
4,1,44,6,passive
1,0,24,2,idle
1,1,40,7,passive
1,1,2,2,idle
0,0,0,0,idle
0,0,0,0,idle
2,0,56,2,idle
1,0,46,0,idle
8,2,87,45,studying
1,1,27,0,idle
2,1,500,5,studying
0,0,58,2,idle
0,0,0,0,idle
42,2,95,38,studying
1,0,57,0,idle
6,2,97,13,studying
0,0,49,0,idle
1000,0,10,0,idle
5000,2,100,200,studying
4,1,42,5,passive
13,2,63,15,studying
5,1,49,9,passive
0,1,52,1,idle
1,1,50,7,passive
2,0,0,1,idle
42,2,74,48,studying
2,1,48,6,passive
1,1,61,10,passive
4,1,57,7,passive
1,1,21,0,idle
23,2,91,5,studying
4,2,82,35,studying
1,1,51,1,idle
5000,2,100,200,studying
22,2,81,12,studying
2,1,48,4,passive
15,2,98,27,studying
3,1,52,3,passive
1,1,38,1,idle
0,2,10,1,passive
3,2,69,39,studying
37,2,68,32,studying
5000,2,100,200,studying
1,1,10,2,idle
1,1,65,2,passive
1,1,43,3,passive
39,2,62,24,studying
30,2,77,29,studying
10,2,70,41,studying
-5,1,50,5,passive
0,0,0,0,idle
1000,0,10,0,idle
35,2,85,47,studying
1,1,7,1,idle
1,1,42,10,passive
2,1,57,2,idle
5,1,55,7,passive
11,2,79,44,studying
3,1,58,9,passive
1,1,46,8,passive
0,0,20,100,passive
3,1,45,6,passive
1,1,33,1,idle
7,2,85,18,studying
3,1,54,8,passive
2,1,67,4,passive
4,1,69,3,passive
0,2,10,1,passive
19,2,85,19,studying
-5,1,50,5,passive
1,1,40,9,passive
-5,1,50,5,passive
1000,0,10,0,idle
2,1,46,5,passive
0,0,20,100,passive
0,0,28,0,idle
0,0,2,1,idle
1,1,17,2,idle
32,2,75,21,studying
1,0,46,0,idle
3,1,59,9,passive
0,1,50,0,idle
5,1,63,6,passive
13,2,84,28,studying
2,1,56,8,passive
26,2,81,15,studying
5,1,57,2,passive
20,2,72,11,studying
37,2,68,7,studying
14,2,61,23,studying
32,2,60,22,studying
8,2,97,24,studying
13,2,91,43,studying
4,1,42,10,passive
1,1,62,8,passive
9,2,61,30,studying
1,1,61,7,passive
0,1,37,1,idle
0,0,49,2,idle
1,1,69,3,passive
3,1,45,6,passive
2,0,42,0,idle
16,2,72,11,studying
4,1,46,9,passive
-5,1,50,5,passive
4,1,40,8,passive
44,2,65,5,studying
3,1,69,8,passive
8,2,81,37,studying
3,2,87,7,studying
1,1,51,1,idle
2,0,21,0,idle
2,1,58,9,passive
2,1,63,2,passive
2,1,500,5,studying
-5,1,50,5,passive
0,2,10,1,passive
7,2,86,50,studying
1000,0,10,0,idle
1,1,56,4,passive
44,2,77,39,studying
10,2,75,37,studying
4,1,53,3,passive
0,2,10,1,passive
1,0,36,0,idle
2,1,22,1,idle
2,1,64,4,passive
2,0,37,0,idle
5000,2,100,200,studying
37,2,94,20,studying
7,2,86,38,studying
0,0,20,100,passive
0,0,37,0,idle
1,1,62,9,passive
2,1,47,10,passive
3,1,40,10,passive
-5,1,50,5,passive
10,2,92,37,studying
37,2,100,8,studying
10,2,95,20,studying
0,0,20,100,passive
3,1,44,2,passive
16,2,79,26,studying
36,2,77,22,studying
2,1,40,2,idle
2,1,500,5,studying
0,1,32,2,idle
1,1,22,0,idle
1,1,47,7,passive
1,0,46,0,idle
0,2,10,1,passive
4,1,45,3,passive
2,1,500,5,studying
2,1,500,5,studying
2,1,35,0,idle
4,1,54,6,passive
4,1,70,9,passive
0,0,46,2,idle
5,1,48,10,passive
-5,1,50,5,passive
5,1,61,4,passive
0,0,20,100,passive
0,0,20,100,passive
1,1,49,2,idle
4,1,59,3,passive
5000,2,100,200,studying
5000,2,100,200,studying
5000,2,100,200,studying
3,1,44,9,passive
40,2,72,45,studying
4,1,59,3,passive
2,1,32,1,idle
48,2,74,14,studying
0,1,39,1,idle
2,1,60,10,passive
31,2,82,39,studying
4,1,50,5,passive
2,1,500,5,studying
0,0,43,1,idle
2,0,8,1,idle
1,1,64,6,passive
1,1,54,4,passive
5,1,53,8,passive
1,1,53,8,passive
1,1,30,0,idle
5000,2,100,200,studying
40,2,100,37,studying
-5,1,50,5,passive
1,1,55,2,idle
-5,1,50,5,passive
2,0,20,2,idle
2,1,35,2,idle
27,2,98,37,studying
0,2,10,1,passive
1,0,51,0,idle
0,0,0,0,idle
3,1,46,4,passive
1000,0,10,0,idle
3,1,40,8,passive
4,1,58,7,passive
5,1,61,7,passive
0,0,14,2,idle
34,2,78,13,studying
0,0,0,0,idle
3,1,66,6,passive
0,2,10,1,passive
3,1,56,8,passive
22,2,74,25,studying
1,0,31,1,idle
1,0,46,1,idle
3,1,60,9,passive
10,2,79,5,studying
5000,2,100,200,studying
5,1,54,7,passive
0,0,20,100,passive
5000,2,100,200,studying
2,1,62,9,passive
5,1,47,8,passive
20,2,96,30,studying
2,0,45,2,idle
1,1,52,6,passive
5,1,60,10,passive
2,0,25,2,idle
5,1,55,9,passive
0,2,10,1,passive
5,1,55,5,passive
1,0,41,2,idle
4,1,40,10,passive
3,2,63,42,studying
12,2,79,44,studying
2,1,53,2,passive
47,2,98,6,studying
0,2,10,1,passive
-5,1,50,5,passive
3,1,50,8,passive
2,1,500,5,studying
0,2,10,1,passive
0,0,0,0,idle
5,2,92,41,studying
1,0,25,2,idle
1,1,45,9,passive
3,1,46,10,passive
0,0,6,1,idle
2,1,42,4,passive
-5,1,50,5,passive
42,2,91,6,studying
42,2,95,8,studying
0,0,0,0,idle
21,2,83,33,studying
3,1,59,9,passive
9,2,77,44,studying
-5,1,50,5,passive
1,1,57,9,passive
45,2,79,11,studying
1,1,48,2,passive
1,0,43,2,idle
3,2,72,39,studying
5,1,53,8,passive
5000,2,100,200,studying
0,0,27,0,idle
0,0,17,2,idle
2,1,500,5,studying
1,0,47,1,idle
0,0,29,2,idle
50,2,71,38,studying
5,1,59,7,passive
2,0,52,0,idle
5,1,43,4,passive
0,2,10,1,passive
33,2,67,9,studying
1,1,50,6,passive
2,1,42,1,idle
4,1,51,7,passive
18,2,85,15,studying
1000,0,10,0,idle
0,2,10,1,passive
1,1,36,1,idle
41,2,80,13,studying
0,0,59,2,idle
0,0,29,1,idle
-5,1,50,5,passive
0,0,9,0,idle
4,1,63,6,passive
2,1,500,5,studying
6,2,93,21,studying
1,1,64,9,passive
2,0,50,2,idle
1,1,54,4,passive
0,0,20,100,passive
9,2,100,6,studying
2,0,52,0,idle
10,2,76,21,studying
18,2,91,28,studying
4,1,48,4,passive
4,1,70,9,passive
45,2,99,13,studying
0,0,0,0,idle
1,1,56,9,passive
4,1,47,8,passive
9,2,78,22,studying
39,2,95,14,studying
32,2,76,27,studying
2,1,16,0,idle
0,0,0,0,idle
1,0,9,1,idle
1000,0,10,0,idle
2,1,52,9,passive
6,2,68,28,studying
14,2,61,32,studying
-5,1,50,5,passive
4,1,69,4,passive
3,2,77,25,studying
44,2,73,26,studying
8,2,98,5,studying
42,2,70,12,studying
5,1,60,5,passive
0,0,3,0,idle
31,2,88,48,studying
0,0,20,100,passive
17,2,66,43,studying
5,1,67,7,passive
0,2,10,1,passive
1,1,42,2,passive
0,2,10,1,passive
4,2,77,20,studying
32,2,61,7,studying
38,2,66,12,studying
13,2,93,25,studying
0,0,0,0,idle
-5,1,50,5,passive
21,2,84,19,studying
5000,2,100,200,studying
1,0,5,1,idle
0,1,42,1,idle
26,2,79,18,studying
1,1,19,1,idle
2,1,500,5,studying
40,2,72,29,studying
2,1,36,1,idle
1,1,43,0,idle
2,1,40,0,idle
4,1,69,9,passive
0,0,0,0,idle
1,1,47,3,passive
4,1,51,5,passive
1,0,38,1,idle
30,2,92,24,studying
5,1,58,9,passive
4,1,45,3,passive
6,2,97,36,studying
4,1,49,4,passive
0,2,10,1,passive
28,2,83,48,studying
0,0,20,100,passive
39,2,79,41,studying
2,1,500,5,studying
2,1,52,5,passive
33,2,65,15,studying
5,1,44,10,passive
1,1,49,9,passive
2,1,500,5,studying
5000,2,100,200,studying
5,2,63,27,studying
5,1,61,10,passive
1,0,55,1,idle
47,2,98,6,studying
5000,2,100,200,studying
1,1,59,9,passive
2,1,9,0,idle
11,2,93,11,studying
1,1,12,0,idle
4,1,48,4,passive
0,0,0,0,idle
2,1,500,5,studying
2,1,0,1,idle
2,1,56,10,passive
4,1,66,6,passive
2,1,34,0,idle
1,0,34,1,idle
5000,2,100,200,studying
4,1,55,9,passive
0,0,16,1,idle
1000,0,10,0,idle
0,2,10,1,passive
2,1,46,2,idle
47,2,93,46,studying
2,0,26,2,idle
40,2,96,16,studying
1,1,54,1,idle
21,2,85,34,studying
5000,2,100,200,studying
0,1,7,1,idle
6,2,82,25,studying
44,2,86,16,studying
6,2,66,45,studying
2,1,57,2,idle
2,1,21,1,idle
45,2,70,9,studying
10,2,91,22,studying
3,1,67,4,passive
0,0,6,0,idle
5,1,55,4,passive
2,1,23,1,idle
0,0,0,0,idle
0,2,10,1,passive
45,2,81,5,studying
34,2,74,19,studying
0,1,36,0,idle
29,2,93,46,studying
2,1,46,2,idle
4,1,53,9,passive
2,1,52,8,passive
50,2,72,41,studying
5,1,59,2,passive
3,1,47,5,passive
0,0,18,1,idle
14,2,67,9,studying
1,1,52,2,idle
5,1,62,4,passive
1000,0,10,0,idle
2,1,500,5,studying
2,1,43,2,passive
19,2,89,26,studying
2,0,22,2,idle
17,2,98,36,studying
2,1,41,6,passive
0,0,20,100,passive
1,1,5,0,idle
0,2,10,1,passive
3,1,67,3,passive
0,0,20,100,passive
47,2,83,48,studying
0,0,18,2,idle
46,2,96,38,studying
1,1,69,7,passive
1,1,55,2,idle
4,1,63,9,passive
2,1,0,0,idle
1,1,53,8,passive
5,1,53,7,passive
0,0,20,100,passive
5,1,46,3,passive
5,1,60,2,passive
37,2,62,28,studying
0,0,53,2,idle
23,2,78,23,studying
0,0,19,0,idle
3,1,64,5,passive
3,1,61,6,passive
5,1,57,9,passive
1000,0,10,0,idle
1,0,24,1,idle
3,1,51,4,passive
2,1,22,1,idle
1,1,55,10,passive
3,2,91,13,studying
46,2,79,49,studying
18,2,100,14,studying
27,2,89,9,studying
1,1,70,4,passive
2,1,58,8,passive
1,0,12,2,idle
43,2,65,20,studying
1,0,15,1,idle
0,0,20,100,passive
29,2,61,34,studying
2,1,500,5,studying
44,2,85,44,studying
4,1,65,4,passive
13,2,67,45,studying
5,1,58,6,passive
0,0,22,2,idle
11,2,97,15,studying
2,1,64,10,passive
14,2,80,28,studying
4,1,53,3,passive
1,0,15,1,idle
0,0,53,0,idle
4,1,50,3,passive
1,0,16,2,idle
2,1,500,5,studying
3,1,68,10,passive
0,0,0,0,idle
5000,2,100,200,studying
1,1,41,7,passive
23,2,92,34,studying
-5,1,50,5,passive
1,0,14,0,idle
1,1,43,8,passive
1,1,49,9,passive
0,1,0,0,idle
0,2,10,1,passive
24,2,83,40,studying
0,0,0,0,idle
5,1,64,7,passive
1,0,41,1,idle
2,1,56,3,passive
18,2,67,33,studying
10,2,82,16,studying
5000,2,100,200,studying
5,1,46,3,passive
2,1,64,9,passive
4,1,43,8,passive
0,0,9,0,idle
50,2,67,50,studying
0,1,13,2,idle
49,2,91,50,studying
3,1,57,9,passive
1,1,48,1,idle
8,2,73,50,studying
5,1,51,7,passive
1,1,59,2,passive
0,0,0,0,idle
2,1,500,5,studying
5,1,47,6,passive
26,2,62,14,studying
4,1,44,2,passive
0,0,20,100,passive
2,0,18,1,idle
3,1,59,4,passive
0,2,10,1,passive
5,1,46,7,passive
-5,1,50,5,passive
0,1,57,1,idle
2,1,35,0,idle
2,0,14,2,idle
6,2,91,45,studying
0,0,20,100,passive
4,1,64,7,passive
17,2,88,5,studying
40,2,78,50,studying
2,1,24,2,idle
0,2,10,1,passive
2,0,52,2,idle
2,1,36,2,idle
11,2,89,50,studying
0,1,15,2,idle
1000,0,10,0,idle
1,0,40,2,idle
47,2,75,47,studying
8,2,83,14,studying
2,1,49,10,passive
0,0,17,1,idle
0,1,10,2,idle
0,1,57,1,idle
0,2,10,1,passive
2,1,49,2,idle
2,0,29,1,idle
4,1,40,6,passive
0,2,10,1,passive
17,2,64,48,studying
2,1,42,7,passive
2,1,3,0,idle
0,0,0,0,idle
0,0,0,0,idle
32,2,95,19,studying
1,1,35,0,idle
1,1,10,1,idle
29,2,70,29,studying
2,1,70,6,passive
0,0,33,0,idle
1,0,36,0,idle
0,0,20,100,passive
0,0,55,2,idle
10,2,82,39,studying
3,1,49,8,passive
50,2,68,32,studying
0,0,0,0,idle
2,1,500,5,studying
